unitid,input_year,outcome_year,outcome_lag,instnm,sector,ccbasic,stabbr,base_level,finance_form,instr_exp_per_fte,stud_serv_exp_per_fte,total_exp,total_fte,total_enrollment_ipeds,faculty_fte,stud_fac_ratio,pell_pct,sal_instr_avg_9mo,sal_noninstr_avg,total_sal_per_fte,total_completions,admit_rate,sat75,act75,yield_rate,grad_rate_150_4yr,grad_rate_150_2yr,grad_rate_200_4yr,grad_rate_200_2yr,median_earnings_6yr,median_earnings_10yr,loan_repayment_3yr,completion_rate_sc,retention_rate_sc,instr_exp_per_fte_missing,total_exp_missing,total_fte_missing,total_enrollment_ipeds_missing,faculty_fte_missing,pell_pct_missing,sal_instr_avg_9mo_missing,sal_noninstr_avg_missing,total_sal_per_fte_missing,total_completions_missing,admit_rate_missing,sat75_missing,act75_missing,yield_rate_missing,instr_exp_per_fte_log,stud_serv_exp_per_fte_log,total_exp_log,sal_instr_avg_9mo_log,sal_noninstr_avg_log,total_sal_per_fte_log,median_earnings_6yr_log,median_earnings_10yr_log,instr_exp_per_fte_z,stud_serv_exp_per_fte_z,total_exp_z,total_fte_z,total_enrollment_ipeds_z,faculty_fte_z,stud_fac_ratio_z,pell_pct_z,sal_instr_avg_9mo_z,sal_noninstr_avg_z,total_sal_per_fte_z,total_completions_z,admit_rate_z,sat75_z,act75_z,yield_rate_z,resource_concentration_idx,student_support_intensity,sat_act_composite,value_added_proxy,selectivity_composite,financial_health_idx
101675,2015,2017,2,Miles College,2,22,AL,2-year,FASB_NP,3900.567234848485,3769.138731060606,30715552,2112,1873,99,21.333333333333332,0.89,47454,36117.81707317073,4886.639678030303,440,0.7226534932956952,605,26,0.241832305,0.21298701298701295,NA,0.21,NA,NA,NA,NA,0.213,NA,0,0,0,0,0,0,1,0,0,0,1,1,1,1,8.269133606484962,8.234867078454817,17.24027969665055,10.767537172564593,10.494569257082414,8.494464782510386,0,0,-0.397480225,0.14123221415422552,-0.229253552,-0.501807417,-0.478858618,-0.320475901,-0.362722501,2.230373572398854,-0.972248951,-1.596884463,-0.157009829,-0.557350393,0.13007709933410744,-0.065457922,-0.070243363,-0.201246297,0.9997881699843905,3769.138731060606,-0.067850643,-0.100343591,0.17496373154072156,-0.166725281
101693,2015,2017,2,University of Mobile,2,22,AL,2-year,FASB_NP,5307.107853982301,1468.671460176991,29164419,1808,1566,78,23.17948717948718,0.42,53440,38973.968253968254,4743.466814159292,798,0.6050847457627119,560,25,0.40336134453781514,0.4475806451612903,1,0.45,NA,NA,NA,NA,0.4476,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.576990714383252,7.292794158315485,17.18846003112145,10.88633352,10.570674879402702,8.464734337,0,0,-0.227725449,-0.497016889,-0.23161029,-0.52558183,-0.509571499,-0.36197248,-0.350326039,-0.186443717,-0.700645158,-1.375352422,-0.168139417,-0.490033839,-0.606238323,-1.045504802,-0.465757795,1.028094033460398,0.7541943637674968,1468.671460176991,-0.755631298,-0.058200215,0.511818226,-0.162392631
101709,2015,2017,2,University of Montevallo,1,19,AL,2-year,GASB,8171.8997338065665,3359.648624667258,58814815,3381,3031,142,23.809859154929576,0.42,69769,47561.50159744409,7236.614906832298,942,0.700098814,587.5,26,0.35638673253352154,0.5030181086519114,NA,0.46,NA,NA,NA,NA,0.503,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9.008579049461748,8.119889277382569,17.88990435391816,11.152959396933282,10.76979994819025,8.887046998,0,0,0.11802503622263752,0.027621950480749047,-0.186560514,-0.402564882,-0.36301003,-0.235506715,-0.346093249,-0.186443717,0.040253327,-0.709276409,0.025666251,-0.46295679,-0.011179471,-0.446587264,-0.070243363,0.6705868923409688,0.8704511908952022,3359.648624667258,-0.258415314,-0.031173417,0.2080366319669215,-0.057603065
101736,2015,2019,4,Northwest-Shoals Community College,4,2,AL,4-year,GASB,2423.5661792275964,793.6207349081365,58814815,5334,3700,73,73.06849315068493,0.61,59821,48226.00833333333,1814.462879640045,1234,0.7226534932956952,605,26,0.241832305,NA,NA,NA,0.35,NA,NA,NA,0.237,NA,0,1,0,0,0,0,1,0,0,0,1,1,1,1,7.7934078922040575,6.677864937814937,17.88990435391816,10.999128765259284,10.783674481973327,7.504095744,0,0,-0.575738839,-0.684305153,-0.186560514,-0.249829917,-0.296081961,-0.371852618,-0.015333824,0.7905675276815203,-0.411118963,-0.657735183,-0.39582648,-0.408050551,0.13007709933410744,-0.065457922,-0.070243363,-0.201246297,0.8059760542557431,793.6207349081365,-0.067850643,NA,0.17496373154072156,-0.3080616
101879,2015,2017,2,University of North Alabama,1,18,AL,2-year,GASB,5455.327252557624,1113.3464809564896,58814815,8113,7078,239,33.94560669456067,0.45,55031,42291.23953488372,4204.3467274744235,2656,0.5799939740885809,547.5,25,0.6093506493506493,0.445414847,NA,0.41,NA,NA,NA,NA,0.4454,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8.604531178032033,7.0160233963271565,17.88990435391816,10.91567011320585,10.652358885670761,8.344112025006414,0,0,-0.209836915,-0.595599404,-0.186560514,-0.032497367,0.041859773,-0.04383204,-0.278034236,-0.032178784,-0.628456445,-1.11805446,-0.210048091,-0.140664687,-0.76337806,-1.317740046,-0.465757795,2.595805704140805,0.6565444524408302,1113.3464809564896,-0.891748921,-0.037795789,0.3541266426924913,-0.238721467
101897,2015,2019,4,Northeast Alabama Community College,4,2,AL,4-year,GASB,2756.5829694323143,402.1648472,58814815,3664,2700,55,66.61818181818182,0.66,59051,54068.41791044776,1850.676310043668,1428,0.7226534932956952,605,26,0.241832305,NA,NA,NA,0.55,NA,NA,NA,0.4568,NA,0,1,0,0,0,0,1,0,0,0,1,1,1,1,7.922109839317728,5.999345528337242,17.88990435391816,10.98617369065398,10.898024016837203,7.523846621336435,0,0,-0.535547188,-0.792911944,-0.186560514,-0.38043278,-0.396123918,-0.407421114,-0.058646054,1.047675749952473,-0.446056304,-0.204579578,-0.393011417,-0.371571748,0.13007709933410744,-0.065457922,-0.070243363,-0.201246297,0.5500361072397579,402.1648472,-0.067850643,NA,0.17496373154072156,-0.275319224
101912,2015,2017,2,Oakwood University,2,22,AL,2-year,FASB_NP,5620.131948,2047.0401159980668,52240860,2069,1749,98,21.112244897959183,0.55,47001,30098.425,5278.272595456742,752,0.4748995983935743,520,22,0.3572938689217759,0.47150259067357514,1,0.47,NA,NA,NA,NA,0.4715,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.634288336806064,7.624638573857239,17.771375524419906,10.757945432978323,10.312261347564469,8.571543601197718,0,0,-0.189946708,-0.336552413,-0.196548752,-0.505170245,-0.49126382,-0.322451928,-0.364207055,0.48203766095637773,-0.992802997,-2.063767386,-0.126566118,-0.498683452,-1.421568364,-1.916657584,-1.65230109,0.6774907862303015,0.8371087894720961,2047.0401159980668,-1.784479337,0.088610557,1.5008883865047875,-0.084752202
101949,2015,2019,4,Alabama Southern Community College,4,1,AL,4-year,GASB,3022.247236180905,1472.0904522613066,58814815,1990,1386,35,56.857142857142854,0.61,57867,49659.95402,3084.437688442211,708,0.7226534932956952,605,26,0.241832305,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,1,1,1,1,8.014086776476892,7.2951178214077945,17.88990435391816,10.965919833749481,10.812974269972845,8.034448802594378,0,0,-0.503484283,-0.496068313,-0.186560514,-0.511348465,-0.527579051,-0.446941666,-0.124188992,0.7905675276815203,-0.499778137,-0.546513859,-0.29710458,-0.506956995,0.13007709933410744,-0.065457922,-0.070243363,-0.201246297,0.9123967176745809,1472.0904522613066,-0.067850643,NA,0.17496373154072156,-0.14317465
101994,2015,2019,4,Reid State Technical College,4,1,AL,4-year,GASB,3873.027063599459,973.1380243572396,58814815,739,571,22,33.59090909090909,0.66,75323,61999.93939393939,4365.833558863329,320,0.7226534932956952,605,26,0.241832305,NA,NA,NA,0.6,NA,NA,NA,0.2879,NA,0,1,0,0,0,0,1,0,0,0,1,1,1,1,8.262049829900066,6.881553002,17.88990435391816,11.229554088105532,11.034904815427597,8.381793439377805,0,0,-0.400804036,-0.634499293,-0.186560514,-0.609183304,-0.609113247,-0.472630024,-0.280415941,1.047675749952473,0.2922559111536371,0.41061409791979625,-0.19749486,-0.579914601,0.13007709933410744,-0.065457922,-0.070243363,-0.201246297,0.7235367568545461,973.1380243572396,-0.067850643,NA,0.17496373154072156,0.21857615641101424
102049,2015,2017,2,Samford University,2,19,AL,2-year,FASB_NP,14894.436470157452,4668.680336872941,163185319,5462,5206,333,16.4024024,0.11,82375,55980.88492706645,11457.871658733064,2924,0.9330413016270338,610,29,0.27699530516431925,0.7580645161290323,NA,0.75,NA,NA,NA,NA,0.7581,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.608810167850478,8.448845897971704,18.910397045468056,11.319049411336588,10.932783433939989,9.346519526322979,0,0,0.9293650699430002,0.39080395575677657,-0.027983617,-0.239819637,-0.145418772,0.14191455160660918,-0.395832471,-1.780514695,0.612227503,-0.056242639,0.3538070011034251,-0.09027129,1.4477043697447942,0.043436175513165455,1.1162999320689688,0.066366846,0.7927831414547879,4668.680336872941,0.5798680537910671,0.023117731,-0.102754085,0.1842843904864468
102067,2015,2019,4,Shelton State Community College,4,3,AL,4-year,GASB,2247.8732938449652,582.7164563481844,58814815,7766,4834,91,85.34065934065934,0.55,48107,53111.44680851064,1933.7937161988152,1166,0.7226534932956952,605,26,0.241832305,NA,NA,NA,0.28,NA,NA,NA,0.1971,NA,0,1,0,0,0,0,1,0,0,0,1,1,1,1,7.718184611486034,6.369415344973512,17.88990435391816,10.781203762430508,10.880166582935358,7.5677559931653935,0,0,-0.596943137,-0.74281912,-0.186560514,-0.059634609,-0.18263438,-0.336284121,0.067070707,0.48203766095637773,-0.942620271,-0.278805257,-0.386550259,-0.420836935,0.13007709933410744,-0.065457922,-0.070243363,-0.201246297,0.7335021351392309,582.7164563481844,-0.067850643,NA,0.17496373154072156,-0.324952929
102076,2015,2019,4,Snead State Community College,4,2,AL,4-year,GASB,1727.8469419434955,681.3005277864017,58814815,3221,2456,39,82.58974358974359,0.67,60520,50230.25396825397,1726.205526234089,1060,0.7226534932956952,605,26,0.241832305,NA,NA,NA,0.4,NA,NA,NA,0.4007,NA,0,1,0,0,0,0,1,0,0,0,1,1,1,1,7.455209957729813,6.525470217361167,17.88990435391816,11.010745691229099,10.82439270096073,7.454260078728879,0,0,-0.659704891,-0.715467635,-0.186560514,-0.415077731,-0.420534156,-0.439037555,0.048598994771932455,1.0990973944066635,-0.379403118,-0.502279608,-0.402687193,-0.440768652,0.13007709933410744,-0.065457922,-0.070243363,-0.201246297,0.8592344574992933,681.3005277864017,-0.067850643,NA,0.17496373154072156,-0.266392084
102094,2015,2019,4,University of South Alabama,1,16,AL,4-year,GASB,7812.887438825449,2505.383360522023,58814815,18390,16211,788,23.33756345177665,0.42,78206,46780.945709281965,5153.646655791191,6524,0.7815849056603773,550,25,0.40652761684047894,0.4629225736095965,1,0.43,NA,NA,NA,NA,0.4629,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8.963657870446692,7.826596100820072,17.88990435391816,11.267114436593754,10.753252632032556,8.547653850123384,0,0,0.074695999,-0.209388176,-0.186560514,0.7712185768670331,0.9555429749050325,1.041007098084048,-0.349264597,-0.186443717,0.42306675896650825,-0.769818771,-0.136253956,0.586654946,0.49915569106140334,-1.263292998,-0.465757795,1.0521914109720527,0.7996827072469636,2505.383360522023,-0.864525396,-0.036636134,1.1264287013949257,-0.227083781
102234,2015,2017,2,Spring Hill College,2,20,AL,2-year,FASB_NP,6829.181701030928,5853.152706185567,45009983,1552,1479,82,18.92682926829268,0.31,44919,41515.34693877551,8228.126288659794,592,0.41322872987961584,602.5,27,0.13617021276595745,0.5253731343283582,NA,0.53,NA,NA,NA,NA,0.5254,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.829106555582998,8.674906552696633,17.622394889792492,10.71263840885238,10.633842530798878,9.015435126268825,0,0,-0.044027019,0.7194278128183959,-0.207535093,-0.545602389,-0.518275149,-0.35406837,-0.378881575,-0.752081806,-1.087269936,-1.178235122,0.10274170676468043,-0.528769063,-1.807803758,-0.119904971,0.3252710686414111,-1.005403074,0.9957233757505186,5853.152706185567,0.10268304876280122,-0.083690656,-0.748609124,0.05329492
102270,2015,2017,2,Stillman College,2,21,AL,2-year,FASB_NP,2954.714285714286,2805.5249569707403,18602769,1162,895,47,24.72340425531915,0.88,35979,34815.9,4626.078313253012,244,0.5659001682557487,465,21,0.10340270895275852,0.2822085889570552,NA,0.28,NA,NA,NA,NA,0.2822,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.991495621684275,7.939702326903108,16.738821052326426,10.490718507504525,10.457858180065328,8.439680914039977,0,0,-0.511634805,-0.126115918,-0.247657292,-0.576102459,-0.576699653,-0.423229335,-0.339959022,2.1789519279446634,-1.492906072,-1.697865233,-0.17726465,-0.594205266,-0.851645451,-3.114492659,-2.047815522,-1.254784945,0.9995160643854067,2805.5249569707403,-2.58115409,0.10755600821567622,3.0685057719762225,-0.167712763
102298,2015,2017,2,Talladega College,2,21,AL,2-year,FASB_NP,3999.222543352601,3541.588631984586,14633542,1038,989,39,26.615384615384617,0.8,44777,37622.23655913978,5214.189788,180,0.7226534932956952,605,26,0.241832305,0.4980079681274901,NA,0.38,NA,NA,NA,NA,0.498,NA,0,0,0,0,0,0,1,0,0,0,1,1,1,1,8.294105274392562,8.172612990866412,16.498826917292867,10.709472226359443,10.535377132092725,8.559330759496346,0,0,-0.385573558,0.078099976,-0.253687996,-0.585799917,-0.567295708,-0.439037555,-0.327254846,1.7675787723111398,-1.093712926,-1.48019697,-0.131547616,-0.60623951,0.13007709933410744,-0.065457922,-0.070243363,-0.201246297,0.997341653,3541.588631984586,-0.067850643,0.14029976440149064,0.17496373154072156,-0.156771992
102313,2015,2019,4,H Councill Trenholm State Community College,4,1,AL,4-year,GASB,4379.8557836755135,820.3229844767151,58814815,1997,1401,53,37.679245283018865,0.69,47731,48119.34426229508,2821.4677015523284,888,0.7226534932956952,605,26,0.241832305,NA,NA,NA,0.5,NA,NA,NA,0.2085,NA,0,1,0,0,0,0,1,0,0,0,1,1,1,1,8.384999368686248,6.710916435836984,17.88990435391816,10.773357311489546,10.781460324308558,7.945366852752791,0,0,-0.339635098,-0.676896794,-0.186560514,-0.510801027,-0.526078422,-0.411373169,-0.252963785,1.201940683315044,-0.959680583,-0.666008383,-0.317546636,-0.473110683,0.13007709933410744,-0.065457922,-0.070243363,-0.201246297,0.6288971412178049,820.3229844767151,-0.067850643,NA,0.17496373154072156,-0.15404161
102368,2015,2017,2,Troy University,1,18,AL,2-year,GASB,3739.8152,1763.826652631579,58814815,23750,17765,481,49.37629937629938,0.39,59375,49038.65376984127,3413.0590315789473,8828,0.9186568504219788,539,26,0.4073494917904613,0.3899939722724533,1,0.37,NA,NA,NA,NA,0.39,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8.227058834571462,7.475807750737634,17.88990435391816,10.991645383300378,10.800384510426957,8.135657194235637,0,0,-0.416881318,-0.415128075,-0.186560514,1.1903990245391227,1.1110081775053617,0.4343666326586113,-0.174420988,-0.34070865,-0.431355397,-0.594703855,-0.271559094,1.019887737689635,1.3576167105405932,-1.502860013,-0.070243363,1.0584464102405728,0.9049065203015927,1763.826652631579,-0.786551688,-0.128812646,1.403594333462587,-0.299236624
102377,2015,2017,2,Tuskegee University,2,22,AL,2-year,FASB_NP,12841.168244949497,3004.6357323232323,139703749,3168,2996,254,12.472440944881887,0.89,55493,35894.65171503958,8868.187184343435,1164,0.5295523973967327,515,23,0.1492350137948332,0.5193026151930261,NA,0.46,NA,NA,NA,NA,0.5193,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.460489429416711,8.008244382771482,18.75503466710242,10.924030185782316,10.488371444996746,9.090338434615843,0,0,0.6815570212239608,-0.070873978,-0.063660694,-0.419222612,-0.366511499,-0.014191627,-0.422221181,2.230373572398854,-0.607494041,-1.614193868,0.15249704619748786,-0.421213005,-1.079286085,-2.025551682,-1.256786658,-0.905971499,0.70066982,3004.6357323232323,-1.64116917,0.295870624,1.7347731494253436,0.17230239276883946
102429,2015,2019,4,Bevill State Community College,4,2,AL,4-year,GASB,3263.4944884935217,928.7880487333204,58814815,5171,3619,115,44.96521739130435,0.69,66435,40551.02580645162,2431.9561013343646,1242,0.7226534932956952,605,26,0.241832305,NA,NA,NA,0.35,NA,NA,NA,0.275,NA,0,1,0,0,0,0,1,0,0,0,1,1,1,1,8.090860202309601,6.834956655585277,17.88990435391816,11.10399435721889,10.610341016531239,7.796862299601577,0,0,-0.474368257,-0.646803894,-0.186560514,-0.262577382,-0.304185359,-0.28885946,-0.204040302,1.201940683315044,-0.11102082,-1.253030893,-0.347825446,-0.40654627,0.13007709933410744,-0.065457922,-0.070243363,-0.201246297,0.7629824218386018,928.7880487333204,-0.067850643,NA,0.17496373154072156,-0.281893979
102553,2015,2017,2,University of Alaska Anchorage,1,18,AK,2-year,GASB,4959.842251229524,1300.6241171467664,58814815,27043,16762,711,38.03516174,0.3,63274,61943.65151515151,3665.420071737603,5122,0.7059602649006622,605,26,0.7013133208255159,0.24305984,1,0.32,NA,NA,NA,NA,0.2431,NA,0,1,0,0,0,0,1,0,0,0,0,1,1,0,8.509330814018735,7.171368084579796,17.88990435391816,11.055245585413324,11.033996547820099,8.206971007688331,0,0,-0.269636784,-0.543640489,-0.186560514,1.4479291018122926,1.010666093716346,0.8888529748340199,-0.250573895,-0.80350345,-0.254445409,0.40624823355037015,-0.251941727,0.3230297844666774,0.025529915,-0.065457922,-0.070243363,3.2957010383626137,0.7371636493877695,1300.6241171467664,-0.067850643,-0.361190587,-0.450853761,-0.291308092
102614,2015,2019,4,University of Alaska Fairbanks,1,16,AK,4-year,GASB,7459.791125616277,1733.346017637664,58814815,14401,8638,517,27.854932301740813,0.26,60000,64975.99867637326,9091.198875,3052,0.731016731,610,26,0.7024647887323944,0.3496774193548387,1,0.43,NA,NA,NA,NA,0.3497,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8.917416736585233,7.458385686,17.88990435391816,11.002116507732017,11.08178861973491,9.115172058366966,0,0,0.032080958,-0.423584721,-0.186560514,0.4592576056424127,0.19792522761269393,0.5055036253469362,-0.318931593,-1.009190028,-0.402997166,0.6414465872989394,0.1698329316496635,-0.066202801,0.18245480209913373,0.043436175513165455,-0.070243363,3.304464452937305,0.6984237197322911,1733.346017637664,-0.013403594,-0.277407462,-0.452276273,-0.068516902
102632,2015,2017,2,University of Alaska Southeast,1,20,AK,2-year,GASB,4024.5423407917383,882.8974182444061,58814815,5810,2800,124,46.854838709677416,0.35,71408,60591.737430167595,3017.7089500860584,1182,0.4890829694323144,605,26,0.875,0.24083769633507857,1,0.32,NA,NA,NA,NA,0.2408,NA,0,1,0,0,0,0,1,0,0,0,0,1,1,0,8.300414923829482,6.7843410131942194,17.88990435391816,11.176179190804158,11.01193032048882,8.012584518993247,0,0,-0.382517723,-0.65953594,-0.186560514,-0.21260419,-0.386119723,-0.271075212,-0.191351967,-0.546395228,0.11461995236508682,0.3013895381925439,-0.30229176,-0.417828374,-1.332740039,-0.065457922,-0.070243363,4.617568861699223,0.6798800890231709,882.8974182444061,-0.067850643,-0.338758508,-1.262282044,-0.26692669
102669,2015,2017,2,Alaska Pacific University,2,20,AK,2-year,FASB_NP,5906.155029585799,3998.336094674556,16764367,845,516,40,21.125,0.5,52663,53522.82813,6418.011834319526,334,0.38912732474964234,557.5,26,0.1801470588235294,0.5294117647058824,NA,0.58,NA,NA,NA,NA,0.5294,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.683919612025612,8.29388365,16.63476623958764,10.871687389147713,10.887882219243428,8.767019465,0,0,-0.155426706,0.20482147432656733,-0.250450495,-0.600893541,-0.614615555,-0.437061528,-0.364121408,0.22492943868542506,-0.735900111,-0.246897232,-0.037968122,-0.57728211,-1.958747242,-1.099951851,-0.070243363,-0.670710869,0.9730677723673068,3998.336094674556,-0.585097607,0.053333453,-0.00813349,-0.074183277
102845,2015,2017,2,Charter College-Anchorage,3,23,AK,2-year,FASB_FP,3173.1382649907273,3251.7887904389036,45274648,4853,1945,53,91.56603773584904,0.72,44297,49364.95918367347,2107.868328868741,3312,0.7226534932956952,605,26,0.241832305,0.47491638795986624,NA,0.24,NA,NA,NA,NA,0.4749,NA,0,0,0,0,0,0,1,0,0,0,1,1,1,1,8.062791462,8.087267996741392,17.62825780908084,10.69869480828722,10.80701638029684,7.653906745560928,0,0,-0.48527331,-0.002303032,-0.207132971,-0.287446669,-0.471655597,-0.411373169,0.10887256814435622,1.3562056166776155,-1.115492047,-0.569394584,-0.373018513,-0.017313684,0.13007709933410744,-0.065457922,-0.070243363,-0.201246297,0.9998919008585445,3251.7887904389036,-0.067850643,0.077761429,0.17496373154072156,-0.307239515
103787,2015,2017,2,American Indian College Inc,2,22,AZ,2-year,NA,3242.0393685690547,14365.663307709427,58814815,100,99,5,20,0.46,39886,25096.153846153848,4615.69,28,0.7226534932956952,605,26,0.241832305,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,1,0,0,0,1,1,1,1,8.084266245786226,9.572665753621575,17.88990435391816,10.593805735252527,10.130509726106938,8.437433277086226,0,0,-0.476957666,3.081166372,-0.186560514,-0.659156496,-0.656333051,-0.506222493,-0.371675502,0.019242860868663232,-1.315633098,-2.451759221,-0.178072189,-0.63482084,0.13007709933410744,-0.065457922,-0.070243363,-0.201246297,0.6890209138104545,14365.663307709427,-0.067850643,NA,0.17496373154072156,3.399139495153152
104090,2015,2017,2,Brookline College-Phoenix,3,23,AZ,2-year,FASB_FP,4866.4961521050245,220.19646899049343,35354756,2209,1379,27,81.81481481481481,0.65,53267,56065.8,1745.003621548212,1000,0.7226534932956952,605,26,0.241832305,0.25645933014354066,1,0.18,NA,NA,NA,NA,0.2565,NA,0,0,0,0,0,0,1,0,0,0,1,1,1,1,8.490334946718056,5.399051306548317,17.380943509853033,10.883091054622035,10.934299115971331,7.465084811,0,0,-0.280902684,-0.843397841,-0.222204908,-0.494221502,-0.528279345,-0.462749886,0.043395542,0.9962541054982824,-0.708494716,-0.04965636,-0.401225917,-0.452050756,0.13007709933410744,-0.065457922,-0.070243363,-0.201246297,0.2571728496243967,220.19646899049343,-0.067850643,-0.175211541,0.17496373154072156,-0.27972082
104151,2015,2019,4,Arizona State University-Tempe,1,15,AZ,4-year,GASB,13365.457981245769,1979.1421542410951,58814815,56094,51984,1935,28.989147286821705,0.26,137759,61597.36825630639,9438.421952,27752,0.8290780141843972,635,28,0.3967303488261572,0.6349183818310858,NA,0.65,NA,NA,NA,NA,0.6349,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9.500503712129047,7.590923916182699,17.88990435391816,11.833268319661558,11.028390659825087,9.152650023412663,0,0,0.7448333213779946,-0.355390244,-0.186560514,3.719871487133538,4.534343935407981,3.307510726237064,-0.311315623,-1.009190028,3.125175125182226,0.3793894182232203,0.19682442916091444,4.578263319662448,0.7965979023955733,0.5879066642764125,0.7207855,0.9776278727301435,0.554633396,1979.1421542410951,0.6543460823158012,-0.030321373,-0.633221424,-0.073947799
